1	3
2	0
3	1
4	0
5	1
6	0
7	1
8	1
9	1
10	6
11	1
12	1
13	0
14	1
15	1
16	1
17	5
18	2
19	2
20	1
21	1
22	2
23	5
24	1
25	1
26	0
27	1
28	1
29	0
30	1
31	0
32	1
33	5
34	1
35	0
36	8
37	1
38	1
39	1
40	0
41	1
42	2
43	1
44	0
45	0
46	1
47	1
48	2
49	2
50	1
51	3
52	1
53	7
54	0
55	1
56	1
57	1
58	9
59	0
60	0
61	1
62	4
63	1
64	1
65	0
66	1
67	0
68	1
69	1
70	1
71	1
72	0
73	2
74	1
75	3
76	1
77	1
78	0
79	0
80	0
81	1
82	1
83	1
84	1
85	1
86	3
87	1
88	0
89	0
90	0
91	1
92	2
93	2
94	1
95	0
96	1
97	0
98	1
99	3
